	text	inappropriate	human_labeled	offline_crime	online_crime	drugs	gambling	pornography	prostitution	slavery	suicide	terrorism	weapons	body_shaming	health_shaming	politics	racism	religion	sexual_minorities	sexism	social_injustice	none	toxic_new
5261	сеть общ. питание КFC. Как работать кассиром и сколько зарплата?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0018790352623909
5262	Я вот тоже недавно с генты на дебиан перелез. Когда свободного времени не так уж и много обновляться по несколько часов такая себе идея.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0079015446826815
5263	Как называется птица у которой в желудке серная кислота	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2526626288890838
5264	Остановившийся у нас копейщик помог разобраться с надоедливыми g'ами кто знает, как эта фигня правильно переводится	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0973013937473297
5265	да я понял, не заметил сначалаю	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0006239223876036
5266	Ходи с ценником, чтобы не приставали	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0218649096786975
5267	Что за работа то? и на кого учился?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.079831950366497
5268	пусть только попробует, сразу в полицию на 15 суток загремит	0.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026770017575472
5269	Из своего личного опыта, тк тоже сын в основном алкоголик.	0.3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0244384091347456
5270	ФБК погнало своих солдат для антикоммунистических вбросов, кто поверит в этот бред? Правильно, молодежь, пропаганда как раз на молодежь и рассчитана	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.5505179762840271
5271	Охриплость, невозможность громко говорить. Голос то тонкий, то грубый. Обычно это происходит с 14 до 17 лет.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1751004606485366
5272	Где-то я эти фотки уже видел.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1016052365303039
5273	Не плохо.Но ты начинаешь везде искать смысл, и тем самым у тебя пропадают интересы.Слишком много в твоей жизни называется тобой бессмысленным.	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.2417809218168259
5274	Является ли нарушением, если гражданско-правовые отношения договор гпх, налог вычитается из самой сдельной зп? Не...	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0011552431387826
5275	иногда испытывает, но уж точно не потому, что видит кошку. котам абсолютно бессмысленно показывать кошку на экране или из окна, если запаха течки не чует, то пофиг будет на нее.	0.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.000968980777543
5276	глюкобаг.Если есть лишнее влияние, отбери планету из сектора, чтоб был оверлимит по планетам, а затем отдай назад сектору.Мне помогло.Ну либо, как советовали, перезапусти игру.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0630331113934516
5277	Нужна ипотека 12млн р, есть первоначальный взнос 2млн, доход тр, Дадут ли ипотеку?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0007998247747309
5278	Не уверен, что Назонекс БАД. Запрещено законом, если вы покупатель даже если БАД. Он тогда пищевым будет...	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0090550286695361
5279	Посоны, как сбросить триал Id UE 15 в винде? Я что-то наворотил, теперь она у меня вырубается через минуту. Даже после полной переустановки.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.3610470592975617
5280	А их выплачивать ещё надо?Вот это даааааааааа....	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.003448121715337
5281	Я имею ввиду взрывной рост числа вич-положительных.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.004590957891196
5282	Да и начинал я играть не мечтая ни о каком выигрыше и играл по копейкам сначала. Надо разбираться проанализировать все.	0.43	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0030885376036167
5283	Не в состоянии конкурировать с  S	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.003833785187453
5284	А это определяется составом выпавших бочонков. Я так понимаю, может и не выпасть джекпот.	0.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0154286725446581
5285	Надо начать с того, что это не существо, а дух	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0903239250183105
5286	Как уговорить родного человека лечь в больницу на обследование?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0642580911517143
5287	по сути ничем. статус разный. патологоанатом при учреждениях здравоохранения. судмедэксперт- в бюро судмедэкспертизы работает	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0010079304920509
5288	"Данный цикл статей написан на основе информации, полученной от Влада ""Спешл"" Тарасенко, участника войны в Донбассе, создателя курса тактической боевой подготовки, штурмовой медицинской подготовки ""Доброволец""."	0.09	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0974086299538612
5289	Пробовал поговорить с ней об этом? Что отвечает?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.331184983253479
5290	Там на фотке ватермарка стоит, а дальше на сайте найдешь.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0422394163906574
5291	Если бы я там был поваром я бы их готовил каждый день. Даже вредным детям.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0415957942605018
5292	Кто тут заядлый сладкоежка? Чего любим? :	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4651573598384857
5293	 Как бросить пить, если это не создаёт серьёзных проблем в жизни?	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0132310865446925
5294	подобие потеряли после грехопадения, лучше промолчи чем ляпни	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0179988890886306
5295	Срели моих родственников выросших в деревне никто не заболевал дезинтерийей и прочими палочками. Вообще ни разу про таких не слышал именно из деревни.	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0542619414627552
5296	Не очень смешно, тебе лучше не шутить больше.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.3771531283855438
5297	Вера и молитва от сердца при открытых для вас небесах достигнут своей цели, если будут вызваны не одним только страхом за своё будущее.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0571992211043834
5298	наркотики аморально в любом проявлении... врать аморально...	0.0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0039559593424201
5299	Добвавил другу к на покупку машины. Он за неделю успел поссориться с тянкой, забухать и   на этой машине.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0892305374145507
5300	"Когда начнется расширение по строительству ""Роза Хутор""?"	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0218668822199106
5301	Школьничек думает, что у японского императора есть какая-то властьТам у мэров крупны городов власти больше, маня.	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.2023328095674514
5302	Смитти! шорты одевай. Отлично ты в них выглядишь, совсем не толстая, просто супер	0.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5771235227584839
5303	Правда что со следующего года призывают чечню, где 40к призывников?	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0090905763208866
5304	Возможно, в момент разговора развернуто другое окно поверх дискорда. Если это так, то нужно запустить дис от имени администратора.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0049503692425787
5305	кстати изза левитационных юнитов пуристы имеют большую стратегическую мобильность, и не позорятся сливами армий на водных транспортах.а продавливание мощных оборонительных узлов левитационными хэсминцами вообще отдельная песня	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0083061894401907
5306	Вот так и начинается.. Разок-другой попробуешь, потом за компанию.. Потом с тоски, потом просто так... Брось эту дрянь и не пробуй дальше!	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2225180566310882
5307	3.2.3. Спам, флуд, оверквотинг, некропостинг и оффтопик – включение режима «только чтение» на срок от 1 дня.	0.0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2101121991872787
5308	ну ты чего нормально же общались.мне нужно катиться страдать на работкувечером приду и бампану пост ещё	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0669443607330322
